id,tag,section,category,aliases,sources
tag_bb51db4f4d,Combat with Spears,SFW,Theme,,VNDB
tag_2cdf327346,Comedic Love Triangle,SFW,Relationship,,VNDB
tag_f24edd676b,Comedic Sex Scenes,NSFW,Acts,Comedy Sex|Funny Sex Scenes|Ridiculous Sex Scenes,VNDB
tag_12f0a8c7b1,Comedy,SFW,Genre,,CinemaTaxonomy|Kitsu|MangaDex|MangaUpdates|VNDB
tag_933b4869df,Comedy Rape,NSFW,Situation,,VNDB
tag_1d51cd4fc6,Comic,NSFW,Sexual,comic|西方漫画,E-Hentai|NHentai
tag_1c75fe46e0,Comic Convention,SFW,Theme,Comiket,VNDB
tag_5f9444932a,Comical Hero,SFW,Character,Amusing Hero|Funny Hero,VNDB
tag_31f233dc10,Coming of Age,SFW,Theme,Coming Of Age|Coming-of-Age|coming of age,AniList|CinemaTaxonomy|Kitsu
tag_beba0f5313,Coming-of-Age Drama,SFW,Genre,coming of age drama,VNDB
tag_dff6dd6f90,Command-based Adventure Game,SFW,Format,Eastern-style Adventure Game|Japanese-style Adventure Game|command based adventure game|コマンド選択式ADV,VNDB
tag_3190dbf13b,Competition,SFW,Theme,Contest|Match,VNDB
tag_19abb2703b,Compilation,NSFW,Sexual,compilation|汇编,E-Hentai|NHentai
tag_15b13086a4,Completely Avoidable Hero Death,SFW,Character,Completely Avoidable Death of a Hero|Only Avoidable Death of Hero|Only Bad End Death of the Hero,VNDB
tag_fc6c67dde3,Completely Avoidable Hero Rape,NSFW,Situation,Only Avoidable Hero Rape,VNDB
tag_b44b794f8f,Completely Avoidable Heroine Death,SFW,Character,Completely Avoidable Death of a Heroine|Only Avoidable Death of Heroine|Only Bad End Death of the Heroine,VNDB
tag_63b5415db1,Completely Avoidable Heroine Rape,NSFW,Situation,Only Avoidable Heroine Rape,VNDB
tag_db46e041d2,Completely Avoidable Heroine Rape by Others,NSFW,Situation,Only Avoidable Heroine Rape by Others|Only Avoidable Heroine Raped by Non-Protagonist,VNDB
tag_0798f70c9c,Completely Avoidable Netorare,NSFW,Fetish,Only Avoidable NTR|Only Avoidable Netorare,VNDB
tag_dbc20b7acc,Completely Avoidable Protagonist Death,SFW,Character,Completely Avoidable Death of the Protagonist|Only Avoidable Death of the Protagonist|Only Bad End Death of the Protagonist,VNDB
tag_42a3b83e03,Completely Avoidable Protagonist Rape,NSFW,Situation,Only Avoidable Protagonist Rape,VNDB
tag_c3465c7587,Completely Avoidable Rape,NSFW,Situation,Only Avoidable Rape,VNDB
tag_25a491e352,Completely Avoidable Rape by Others,NSFW,Situation,Only Avoidable Rape by Non-Protagonist|Only Avoidable Rape by Others,VNDB
tag_4019e8b549,Completely Avoidable Rape by the Protagonist,NSFW,Situation,Only Avoidable Rape by the Protagonist,VNDB
tag_a334756799,Completely Unavoidable Hero Death,SFW,Character,Completely Unavoidable Death of a Hero|Only Unavoidable Death of a Hero,VNDB
tag_d4eda398c5,Completely Unavoidable Hero Rape,NSFW,Situation,Only Unavoidable Hero Rape,VNDB
tag_03599a0451,Completely Unavoidable Heroine Death,SFW,Character,Completely Unavoidable Death of a Heroine|Only Unavoidable Death of a Heroine,VNDB
tag_98f8683152,Completely Unavoidable Heroine Rape,NSFW,Situation,Only Unavoidable Heroine Rape,VNDB
tag_8aeccfc66b,Completely Unavoidable Netorare,NSFW,Fetish,Only Unavoidable Netorare,VNDB
tag_63b8e5177e,Completely Unavoidable Protagonist Death,SFW,Character,Completely Unavoidable Death of the Protagonist|Only Unavoidable Death of the Protagonist,VNDB
tag_976fe3b625,Completely Unavoidable Protagonist Rape,NSFW,Situation,Only Unavoidable Protagonist Rape,VNDB
tag_869f4e03e5,Completion Status Indicator,SFW,Format,Game Completion Percentage,VNDB
tag_e2a8d6ac26,Con Artist Heroine,SFW,Character,Conwoman Heroine|Fraud Heroine|Fraudster Heroine|Grifter Heroine|Hustler Heroine|Scammer Heroine|Swindler Heroine,VNDB
tag_caba1b4399,Con Artist Protagonist,SFW,Character,Conman Protagonist|Conwoman Protagonist|Fraud Protagonist|Fraudster Protagonist|Grifter Protagonist|Hustler Protagonist|Scammer Protagonist|Swindler Protagonist,VNDB
tag_43de239e4c,Concentration (Game),SFW,Format,Memory|Shinkei-suijaku|神経衰弱,VNDB
tag_89e5e7292f,Condom,NSFW,Character,condom|避孕套,E-Hentai|NHentai
tag_ad84ca8012,Condoms,NSFW,Sexual,Condom,VNDB
tag_05c43dd927,Confinement,NSFW,Character,Can't Get Out|Detention|Imprisonment|Incarceration|Kankin|Trapped|confinement|监禁,E-Hentai|VNDB
tag_717d2f799f,Confinement in a Simulated Reality,SFW,Theme,Lotus-Eater Machine|Trapped in VR|Trapped in Virtual Reality|Trapped in a Game|Trapped in a Simulated Reality,VNDB
tag_8d8e94558c,Conjoined,NSFW,Character,conjoined|连体,E-Hentai|NHentai
tag_7a9af42fd3,Consensual Chikan,NSFW,Situation,Consensual Frotteurism|Consensual Train Molestation|Molestation Play,VNDB
tag_eb3f1df33b,Consensual Defloration by Others,NSFW,Situation,,VNDB
tag_184fcf39ef,Consensual Erotic Humiliation,NSFW,Situation,,VNDB
tag_6e03b597d3,Consensual Group Sex of One Female and Several Males,NSFW,Acts,,VNDB
tag_5a26f723bf,Consensual Phone Sex,NSFW,Acts,,VNDB
tag_ac1500081a,Consensual Sex Involving Drugs,NSFW,Acts,Consensual Drugged Sex,VNDB
tag_51de83aa42,Consensual Sex Involving Slime Monsters,NSFW,Fetish,,VNDB
tag_bb7dbd326c,Consensual Sex Involving Tentacles,NSFW,Fetish,,VNDB
tag_23d686e1ab,Consensual Sex with Animals,NSFW,Acts,,VNDB
tag_582de10b99,Consensual Sex With Monsters,NSFW,Fetish,Consensual Sex With Creatures,VNDB
tag_62690a95c6,Conspiracy,SFW,Theme,,AniList|Kitsu|VNDB
tag_b0544917b6,Constellation,SFW,Theme,Outer Gods|Sponsor|Star Relic,ManhwaTaxonomy
tag_72983ddeda,Constructs,SFW,Theme,,VNDB
tag_7cf20dbecc,Consumption of Pornography,NSFW,Sexual,,VNDB
tag_72e31d25a8,Contemporary Fantasy,SFW,Genre,Indigenous Fantasy|Modern Fantasy|contemporary fantasy,Kitsu|VNDB
tag_8d660e550d,Content Indicators,SFW,Theme,content indicators,Kitsu
tag_47936db64c,Contract Marriage,SFW,Relationship,Fake Marriage|Marriage of Convenience,ManhwaTaxonomy
tag_3de887773a,Convention,SFW,Theme,,VNDB
tag_180db093f4,Cook Hero,SFW,Character,Chef Hero,VNDB
tag_e657f6823c,Cook Heroine,SFW,Character,chef heroine,VNDB
tag_8ad63024c9,Cook Protagonist,SFW,Character,,VNDB
tag_49662ebde2,Cook Support Character,SFW,Theme,Chef Support Character,VNDB
tag_739b1f3a9b,Cooking,SFW,Theme,,Kitsu|MangaDex
tag_db983babb7,Coprophagia,NSFW,Sexual,Coprophagy|Shit Eating|coprophagia|食粪,E-Hentai|NHentai|VNDB
tag_2a0b059e51,Cops,SFW,Theme,,Kitsu
tag_d00c0c331c,Coronation,SFW,Theme,Accession Ceremony|Crowning|Induction Ceremony,VNDB
tag_b9750157ff,Corporations,SFW,Theme,Large Companies|Large Company,VNDB
tag_e89196f1cb,Corpse,NSFW,Character,corpse|尸体,E-Hentai
tag_bbb53754e7,Correct Choice Indicator,SFW,Format,Choice Feedback|Right Choice Indicator,VNDB
tag_f4158066c9,Corruption,NSFW,Fetish,corruption|堕落,E-Hentai|NHentai
tag_ed8a093f1e,Corruption of Characters,SFW,Theme,,VNDB
tag_ffbf276153,Corset,NSFW,Character,corset|紧身胸衣,E-Hentai|NHentai
tag_c3706c9fb0,Cosmetic Surgery,SFW,Theme,Aesthetic Plastic Surgery|Breast Enhancement|Cosmetic Operation|Facelift|Lip Enhancement,VNDB
tag_25d51fc39e,Cosmic Horror,SFW,Genre,,AniList
tag_ce1ee2b4ef,Cosplay,SFW,Theme,costume play,AniList|VNDB
tag_fe7919158c,Cosplaying,NSFW,Character,Cosplay|cosplaying,E-Hentai|NHentai
tag_9cff47d18c,Countryside,SFW,Theme,Country|Rural Area|Village,Kitsu|VNDB
tag_1b8c7e2346,Courtroom,SFW,Theme,,VNDB
tag_d6fc108a34,Courtroom Drama,SFW,Genre,,CinemaTaxonomy
tag_73d0622855,Cousin,NSFW,Character,cousin|表兄弟|表姐妹,E-Hentai|NHentai
tag_2bcf442e1d,Cousin Incest,NSFW,Relationship,,VNDB
tag_0e7bc00bca,Cousin Romance,SFW,Relationship,Cousin Couple|Kissing Cousins,VNDB
tag_81566e986c,Cow,NSFW,Character,cow|牛🐄,E-Hentai|NHentai
tag_2b3cc39254,Cow Cosplay,SFW,Theme,Cow Costume Roleplay,VNDB
tag_72a97fb793,Cowboys,SFW,Theme,,AniList
tag_5223948fbe,Cowgirl,NSFW,Sexual,Riding Position|cowgirl|牛女孩,E-Hentai|NHentai|VNDB
tag_810263c3f2,Cowgirl Heroine,SFW,Character,,VNDB
tag_4762c9ae9d,Cowman,NSFW,Character,cowman|牛男,E-Hentai|NHentai
tag_bd589331b9,Crab,NSFW,Character,crab|螃蟹🦀,E-Hentai
tag_c33776ba7a,Creature Taming,SFW,Theme,,AniList
tag_bc8fba5b68,Crime,SFW,Genre,,AniList|CinemaTaxonomy|Kitsu|MangaDex|VNDB
tag_ac9288a248,Crime Family,SFW,Theme,,VNDB
tag_0e8006793f,Criminal Hero,SFW,Character,,VNDB
tag_cecfd815a5,Criminal Heroine,SFW,Character,,VNDB
tag_3ff8fe4315,Criminal Organization,SFW,Theme,,AniList
tag_7ba8e88053,Criminal Protagonist,SFW,Character,,VNDB
tag_7f8e146077,Crippled Hero,SFW,Character,Amputee Hero|Hero with Missing Limbs|Hero with no Arms|Hero with no Legs,VNDB
tag_c4866b4a1a,Crippled Heroine,SFW,Character,Amputee Heroine|Heroine with Missing Limbs|Heroine with no Arms|Heroine with no Legs,VNDB
tag_a5f771f40c,Crippled Protagonist,SFW,Character,Amputee Protagonist|Protagonist with Missing Limbs|Protagonist with no Arms|Protagonist with no Legs,VNDB
tag_c6b15380a8,Cross-dressing,SFW,Appearance,Cross Dressing|Crossdressing|cross dressing,Kitsu|VNDB
tag_045a02037a,Crossdressing,SFW,Theme,crossdressing|异性装,AniList|E-Hentai|MangaDex|NHentai
tag_48980f6958,Crossdressing Protagonist as a Secret,SFW,Character,,VNDB
tag_c7fb67368c,Crossover,SFW,Theme,Cross-over,AniList|VNDB
tag_bdc189fcc0,Crotch Rope Walk,NSFW,Sexual,,VNDB
tag_34890bc08c,Crotch Tattoo,NSFW,Character,crotch tattoo|淫纹,E-Hentai|NHentai
tag_408e69f65e,Crown,NSFW,Character,crown|王冠👑,E-Hentai|NHentai
tag_cfe8d5a72e,Crown Prince,SFW,Character,Royal Heir,ManhwaTaxonomy
tag_300aeae29a,Crying,NSFW,Character,crying|流泪,E-Hentai|NHentai
tag_84f0e226ae,Cthulhu Mythos,SFW,Theme,,VNDB
tag_4ea8a06316,Cult,SFW,Theme,,AniList|VNDB
tag_9221274073,Cult Film,SFW,Format,,CinemaTaxonomy
tag_96549bd5c5,Cultivation,SFW,Theme,Internal Alchemy|Qi Cultivation,AniList|ManhwaTaxonomy
tag_7a978c8b10,Cum Bath,NSFW,Situation,Semen Bath|Semen Pool|Submerged in Cum|cum bath|精液浴,E-Hentai|NHentai|VNDB
tag_a07edfd41a,Cum in Eye,NSFW,Character,cum in eye|眼射,E-Hentai|NHentai
tag_6a02c7f5a8,Cum on Food,NSFW,Sexual,Ejaculation on Food|Food Soaked in Cum,VNDB
tag_e01bfba3dd,Cum Swap,NSFW,Character,cum swap|交换精液,E-Hentai|NHentai
tag_d4f8d982fe,Cumflation,NSFW,Character,cumflation|精液膨胀,E-Hentai|NHentai
tag_1edce1fd34,Cunnilingus,NSFW,Acts,Pussy Licking|cunnilingus|舔阴,E-Hentai|NHentai|VNDB
tag_37a7c4565c,Cuntboy,NSFW,Character,cuntboy|人妖♀,E-Hentai|NHentai
tag_ff1456746f,Cuntbusting,NSFW,Situation,cuntbusting|阴道破坏,E-Hentai|NHentai
tag_c3a52630be,Cupid Hero,SFW,Character,,VNDB
tag_deda19838f,Cupid Heroine,SFW,Character,,VNDB
tag_482ea66263,Curling,SFW,Theme,,VNDB
tag_aa06acf097,Curse,SFW,Theme,Execration|Hex|Jinx,VNDB
tag_6c3388f1ef,Curses,SFW,Theme,,AniList
tag_d768103295,Customizable Character Ages,SFW,Format,Changeable Age of Characters,VNDB
tag_38b31c834e,Customizable Character Relations,SFW,Format,Changeable Character Relations|Character Relationship Choice,VNDB
tag_50a04ed522,Customization,SFW,Format,character building|character customization|tweaking|vehicle customisation,VNDB
tag_1eded6569b,Cute Boys Doing Cute Things,SFW,Theme,,AniList
tag_5cf56a81b6,Cute Girls Doing Cute Things,SFW,Theme,,AniList
tag_274564d8ed,Cutesy Hero,SFW,Character,Kawaii-kei Hero,VNDB
tag_d52d301307,Cyberpunk,SFW,Setting,,AniList|CinemaTaxonomy|Kitsu|VNDB
tag_6b7206d5b7,Cyborg,SFW,Theme,,AniList|Kitsu
tag_d1d743086a,Cyborg Hero,SFW,Character,,VNDB
tag_171afcea27,Cyborg Heroine,SFW,Character,,VNDB
tag_3631bd7f26,Cyborg Protagonist,SFW,Character,,VNDB
tag_190e678e13,Cycling,SFW,Theme,,AniList|Kitsu
tag_7a73b2f79a,D.Gray-man,SFW,Theme,d.gray man|ディー・グレイマン,VNDB
tag_eb5e19a394,Dakimakura,NSFW,Sexual,dakimakura|抱枕,E-Hentai|NHentai
tag_9caebb6f72,Dancer Hero,SFW,Character,,VNDB
tag_f8b2d060a1,Dancer Heroine,SFW,Character,,VNDB
tag_79a0764abe,Dancer Protagonist,SFW,Character,,VNDB
tag_611f1f7a0b,Dancing,SFW,Theme,,AniList
tag_bd5bd31513,Dandere Hero,SFW,Character,,VNDB
tag_a783c66235,Dark Fantasy,SFW,Genre,dark fantasy,CinemaTaxonomy|Kitsu|VNDB
tag_805347df76,Dark Nipples,NSFW,Body,dark nipples|暗色乳头,E-Hentai|NHentai
tag_2443757567,Dark Sclera,NSFW,Character,dark sclera|深色巩膜,E-Hentai|NHentai
tag_cf36f0e475,Dark Skin,NSFW,Character,dark skin|黑皮,E-Hentai|NHentai
tag_cef386b8dc,Dark Skinned Characters,SFW,Theme,,VNDB
tag_ae5f01c8ac,Dark Skinned Girl,SFW,Theme,dark skinned girl,Kitsu
tag_b55430f08b,Dark Skinned Hero,SFW,Character,,VNDB
tag_b753fce0f7,Dark Skinned Heroine,SFW,Character,,VNDB
tag_eca36d773f,Dark Skinned Protagonist,SFW,Character,,VNDB
tag_52b08f1962,Darker Sexual Contents,NSFW,Acts,,VNDB
tag_eedbb7151c,Date Display,SFW,Format,Calendar,VNDB
tag_e7085003e9,Dating Simulation,SFW,Format,,VNDB
tag_2b0cf95205,Daughter,NSFW,Character,daughter|女儿,E-Hentai|NHentai
tag_6b57d1c03c,Daydreams,SFW,Theme,Daydreaming,VNDB
tag_928227b8af,DC Comics,SFW,Theme,,VNDB
tag_e05b2eb312,Deaf Heroine,SFW,Character,Hard-of-Hearing Heroine|Heroine with a Hearing Disability,VNDB
tag_87137c066f,Deaf Protagonist,SFW,Character,Hard-of-Hearing Protagonist|Protagonist with a Hearing Disability,VNDB
tag_de4d6c60db,Death Game,SFW,Theme,,AniList|VNDB
tag_1dd9bf1ce8,Death Note,SFW,Theme,,VNDB
tag_8fedbceef9,Death of Hero,SFW,Character,Hero Dies|Hero's Demise,VNDB
tag_0f5a2e85f4,Death of Heroine,SFW,Character,Heroine Dies|Heroine's Demise,VNDB
tag_da1bda4093,Death of Protagonist,SFW,Character,Protagonist Dies|Protagonist's Demise,VNDB
tag_762f8817ab,Debt,SFW,Theme,Loan,VNDB
tag_6458a786fe,Deepthroat,NSFW,Sexual,Deep-throating|Gag fuck|Throat Fucking|deepthroat|深喉,E-Hentai|NHentai|VNDB
tag_cd6c416546,Deer,NSFW,Character,deer|鹿🦌,E-Hentai|NHentai
tag_3388b7d4cb,Deer Boy,NSFW,Character,deer boy|鹿男孩,E-Hentai
tag_abd16c873a,Deer Girl,NSFW,Character,deer girl|鹿女孩,E-Hentai|NHentai
tag_16fe483d06,Defaced,NSFW,Sexual,defaced|污损,E-Hentai|NHentai
tag_a88db99103,Defloration,NSFW,Sexual,Deflowering|Losing one's virginity|defloration|破处,E-Hentai|NHentai|VNDB
tag_47397381fb,Defloration by an Object,NSFW,Sexual,Virginity Loss to an Object,VNDB
tag_8cb5461fd9,Defloration by Others,NSFW,Sexual,Virginity Stealing,VNDB
tag_3babddb10c,Defloration During Common Route,NSFW,Sexual,Loss of virginity during common route,VNDB
tag_f904c46436,Deities,SFW,Theme,deity|gods,VNDB
tag_aa5a7c1631,Deity,SFW,Theme,,Kitsu
tag_a96ee7caf9,Deity Protagonist,SFW,Character,God Protagonist|Goddess Protagonist,VNDB
tag_3d71457715,Delinquent,SFW,Theme,,Kitsu
tag_389f6a4e9b,Delinquent Hero,SFW,Character,Furyou Hero|Yankee Hero,VNDB
tag_845c2612ef,Delinquent Heroine,SFW,Character,Furyou Heroine|Yankee Heroine,VNDB
tag_ec08605cb3,Delinquent Protagonist,SFW,Character,Furyou Protagonist|Yankee Protagonist,VNDB
tag_03c7fc31eb,Delinquents,SFW,Theme,,AniList|MangaDex
tag_88f315c839,Delusion,SFW,Theme,,VNDB
tag_76f8bdd4b5,Delusional Hero,SFW,Character,Deluded Hero,VNDB
tag_f8f2d7f390,Delusional Heroine,SFW,Character,,VNDB
tag_2836686ae0,Delusional Protagonist,SFW,Character,Deluded Protagonist,VNDB
tag_8b174e2c4b,Dementia,SFW,Theme,,Kitsu
tag_74186adf7f,Demon,SFW,Character,demon|恶魔,E-Hentai|Kitsu|NHentai
tag_2b06f7dce6,Demon Girl,NSFW,Character,demon girl|恶魔女孩,E-Hentai|NHentai
tag_7e34298ed9,Demon Hero,SFW,Character,,VNDB
tag_e469cb5f4d,Demon Heroine,SFW,Character,,VNDB
tag_6756a0d4ce,Demon Protagonist,SFW,Character,Akuma Protagonist,VNDB
tag_12c2158c9f,Demonic Contract (Non Sexual),SFW,Character,Deal with the Devil (Non Sexual)|Demon Contract (Non Sexual)|Demon Pact (Non Sexual)|Demonic Pact (Non Sexual),VNDB
tag_5016aaf80a,Demonic Sect,SFW,Setting,Dark Murim|Demon Cult,ManhwaTaxonomy
tag_8f23f80251,Demons,SFW,Character,,AniList|MangaDex|VNDB
tag_7dd2e25a89,Denki Anma,NSFW,Character,denki anma|电气按摩,E-Hentai|NHentai
tag_695cdf736c,Denpa,SFW,Theme,,AniList|VNDB
tag_f8a03ef1a7,Depression (obsolete),SFW,Theme,,VNDB
tag_47ddc42121,Depth Grading,NSFW,Character,depth grading|深度分级,E-Hentai
tag_9602a0d8fb,Deredere Hero,SFW,Character,,VNDB
tag_04cca62fda,Deredere Heroine,SFW,Character,,VNDB
tag_1b80f5ac7e,Descriptions of Violence,SFW,Theme,,VNDB
tag_3fd6b6210e,Desert,SFW,Theme,,AniList|Kitsu|VNDB
tag_31c13f47ad,Design,SFW,Format,,VNDB
tag_8b071ad152,Design Story,SFW,Theme,Creating Story,VNDB
tag_3a62e5c549,Designer Hero,SFW,Character,,VNDB
tag_95fc9b4e96,Desperation,SFW,Theme,Desparate Situation|Hopeless Situation|Hopelessness,VNDB
tag_b6b08d6bcc,Destiny,SFW,Theme,Fate,VNDB
tag_499c585212,Destructive Event,SFW,Theme,,VNDB
tag_438ce7064e,Detached Sexual Content,NSFW,Acts,Only Extra Menu Sexual Scenes|Only Menu-Accessible H-Scenes,VNDB
tag_782169c908,Detached Sleeves,NSFW,Character,detached sleeves|分离袖子,E-Hentai|NHentai
tag_4af05d61b7,Detective,SFW,Theme,,AniList|Kitsu
tag_539d5cecb1,Detective Work,SFW,Theme,,VNDB
tag_70229c5a55,Determinant Antagonist,SFW,Theme,Choice Determined Antagonist,VNDB
tag_51fb09f52e,Dialogue Based,SFW,Format,,VNDB
tag_39f7e91b3f,Diaper,NSFW,Character,diaper|尿布,E-Hentai|NHentai
tag_22f0dcec93,Dice Game,SFW,Format,,VNDB
tag_23799679c0,Dick Growth,NSFW,Body,dick growth,NHentai
tag_fb180d4020,Dickgirl Heroine,SFW,Character,Newhalf (Not Born Male) Heroine|Newhalf Not Born Male Heroine|Shemale (Not Born Male) Heroine|Shemale Not Born Male Heroine,VNDB
tag_49bfaa079a,Dickgirl on Dickgirl,NSFW,Sexual,dickgirl on dickgirl|扶上扶,E-Hentai|NHentai|VNDB
tag_62f9e02cbb,Dickgirl on Female,NSFW,Sexual,dickgirl on female|扶上女,E-Hentai|VNDB
tag_970eea8544,Dickgirl on Male,NSFW,Sexual,dickgirl on male|扶上男,E-Hentai|NHentai|VNDB
tag_f1ece9eb87,Dickgirl Protagonist,SFW,Character,Newhalf (Not Born Male) Protagonist|Newhalf Not Born Male Protagonist|Shemale (Not Born Male) Protagonist|Shemale Not Born Male Protagonist,VNDB
tag_6021c1b91a,Dickgirls Only,NSFW,Character,dickgirls only|纯扶她,E-Hentai|NHentai
tag_cfebf2fa84,Dicknipples,NSFW,Body,dicknipples|阴茎乳头,E-Hentai|NHentai
tag_46a0035779,Different Love Interest(s) Per Protagonist,SFW,Format,,VNDB
tag_3e97d98385,Difficulty Settings,SFW,Format,Difficulty choice|Difficulty selection,VNDB
tag_0f84d01be2,Dildos,NSFW,Sexual,,VNDB
tag_5144187ce4,Dilf,NSFW,Relationship,dilf|熟男,E-Hentai|NHentai
tag_03318769a5,Dinosaur,NSFW,Character,dinosaur|恐龙🦕|恐龙🦖,E-Hentai|NHentai
tag_87f9c39b9e,Dinosaurs,SFW,Theme,,AniList|VNDB
tag_fb3fe350fc,Dirty Talk,NSFW,Sexual,Sex Talk|Talking Dirty,VNDB
tag_b143bd7bf7,Disability,SFW,Theme,,AniList
tag_c76d77401c,Disabled Hero,SFW,Character,Hero with Disability,VNDB
tag_7ce72b27af,Disabled Heroine,SFW,Character,Heroine with Disability,VNDB
tag_2031c2e3b1,Disabled Protagonist,SFW,Character,,VNDB
tag_dc7d52b729,Disappearance,SFW,Theme,,VNDB
tag_9dfb1965da,Disaster,SFW,Theme,,CinemaTaxonomy|Kitsu
tag_78360a7951,Discipline Committee Leader Heroine,SFW,Character,Disciplinary Committee Leader Heroine|Disciplinary Committee President Heroine|Discipline Committee President Heroine,VNDB
tag_5e129a6d5b,Discipline Committee Leader Protagonist,SFW,Character,Disciplinary Committee Leader Protagonist|Disciplinary Committee President Protagonist|Discipline Committee President Protagonist,VNDB
tag_9fd51c9ff6,Discipline Committee Member Hero,SFW,Character,Disciplinary Committe Member Hero|Fuukiiin|Morals Committee Member Hero|風紀委員,VNDB
tag_6b0d44bc15,Discipline Committee Member Heroine,SFW,Character,,VNDB
tag_232e21de4c,Discipline Committee Member Protagonist,SFW,Character,,VNDB
tag_7b266da47a,Disco Elysium,SFW,Theme,,VNDB
tag_a3ba1ea6ff,Discreet Masturbation,NSFW,Acts,,VNDB
tag_44df000176,Discreet Phone Sex,NSFW,Acts,Discreet Cellphone Sex,VNDB
tag_d198aa8635,Discreet Sex,NSFW,Acts,Blindspot Sex,VNDB
tag_974418acf6,Discrimination,SFW,Theme,Bigotry|Homophobia|Prejudice|Racism|Sexism|Stereotyping,VNDB
tag_3d7840646b,Dismantling,NSFW,Character,dismantling|拆解,E-Hentai|NHentai
tag_f07072d80d,Displays,SFW,Format,,VNDB
tag_cbad2f1577,Dissociative Identities,SFW,Theme,,AniList
tag_c0158cecef,Divine Beings,SFW,Theme,divinity,VNDB
tag_9bf0cb0d13,Divine Hero,SFW,Character,,VNDB
tag_040c17d714,Divine Heroine,SFW,Character,,VNDB
tag_7f76cd5ae4,Divine Protagonist,SFW,Character,,VNDB
tag_f1e18bc851,Divorcee Hero,SFW,Character,Divorced Hero|Ex-Husband Hero,VNDB
tag_303987b9ca,Divorcee Heroine,SFW,Character,Divorced Heroine|Ex-wife Heroine,VNDB
tag_d34956bf35,Divorcee Protagonist,SFW,Character,Divorced Protagonist,VNDB
tag_176b42fded,Documentary,SFW,Genre,,CinemaTaxonomy
tag_06d80eb0c5,Dog,NSFW,Character,dog|狗🐕|狗🐩,E-Hentai|NHentai
tag_e8b17ba071,Dog Boy,NSFW,Character,dog boy|狗男孩,E-Hentai|NHentai
tag_1cbe41d721,Dog Cosplay,SFW,Theme,Dog Costume Roleplay,VNDB
tag_52fb07e7c6,Dog Girl,NSFW,Character,dog girl|狗女孩,E-Hentai|NHentai
tag_58cdfd0aaa,Dogboy Hero,SFW,Character,Dog Boy Hero|Dog Hero,VNDB
tag_39dd102864,Doggirl Heroine,SFW,Character,Dog-girl Heroine|Inukko Heroine,VNDB
tag_a993fe3269,Doggy Style,NSFW,Sexual,Doggie Style,VNDB
tag_d28d2d3560,Dogs,SFW,Theme,Inu|Wanko,VNDB
tag_eb2470682f,Doll Joints,NSFW,Character,doll joints|关节娃娃,E-Hentai|NHentai
tag_36cdf8b887,Dolphin,NSFW,Character,dolphin|海豚🐬,E-Hentai|NHentai
tag_4fae30b911,Domestic Violence,SFW,Theme,domestic abuse|family violence,VNDB
tag_b94e0e7b5a,Domicile,SFW,Theme,Home,VNDB
tag_8070bc7e39,Domination Loss,NSFW,Character,domination loss|统治丢失,E-Hentai|NHentai
tag_7959dbd47b,Dominatrix Heroine,SFW,Character,Joou-sama Heroine,VNDB
tag_3273d58cd2,Donkan Protagonist,SFW,Character,Dense about Love Protagonist|Romantically Insensitive Protagonist,VNDB
tag_9443b0fceb,Donkey,NSFW,Character,donkey|驴,E-Hentai|NHentai
tag_3087cc9fec,Dormitory Manager Heroine,SFW,Character,,VNDB
tag_63e6b6c03a,Dormitory Manager Protagonist,SFW,Character,,VNDB
tag_5223cbd000,Double Anal,NSFW,Acts,double anal|双插肛门,E-Hentai|NHentai
tag_8e2dceb93a,Double Blowjob,NSFW,Character,double blowjob|一口二鸟,E-Hentai|NHentai
tag_ed276b88bc,Double Dildos,NSFW,Sexual,Double Headed Dildo|Double Penetration Dildo|Double-Ended Dildos|Lily Connector|Two Headed Dildo,VNDB
tag_0a6f605eca,Double Handjob,NSFW,Acts,,VNDB
tag_c233bce615,Double Penetration,NSFW,Character,double penetration|双重插入,E-Hentai|NHentai
tag_24646c6884,Double Penetration (Group Sex),NSFW,Acts,Anal + Vaginal Penis Insertion|Anal + Vaginal Penis Penetration|DP (Group Sex)|Vaginal + Anal Penis Insertion|Vaginal + Anal Penis Penetration,VNDB
tag_ea7a154c6a,Double Vaginal,NSFW,Body,double vaginal|双插阴道,E-Hentai|NHentai
tag_8f5bcff282,Dougi,NSFW,Character,dougi|练功服🥋,E-Hentai|NHentai
tag_4f80079ace,Doujinshi,SFW,Format,,MangaDex|MangaUpdates
tag_63d8d0ad48,Draenei,NSFW,Character,draenei|德莱尼,E-Hentai
tag_8621ffdbc5,Dragon,NSFW,Character,dragon|龙🐉,E-Hentai|Kitsu|NHentai|VNDB
tag_6d9c452318,Dragon Ball,SFW,Theme,Dragon Ball Daima|Dragon Ball GT|Dragon Ball Super|Dragon Ball Z|Dragon Ball Z Kai|Super Dragon Ball Heroes,VNDB
tag_e20e20c779,Dragon Hero,SFW,Character,,VNDB
tag_2b0e1f16fe,Dragon Heroine,SFW,Character,,VNDB
tag_8da69e0db1,Dragon Protagonist,SFW,Character,,VNDB
tag_809a2eb7eb,Dragon Quest,SFW,Theme,DQ|Dragon Warrior|ドラゴンクエスト,VNDB
tag_58b3221f4b,Dragons,SFW,Theme,,AniList
tag_cd672af231,Drama,SFW,Genre,,CinemaTaxonomy|Kitsu|MangaDex|MangaUpdates|VNDB
