id,tag,section,category,aliases,sources
tag_2755c322d8,Drama Club,SFW,Genre,Acting Club|Theatre Club,VNDB
tag_01829bff3e,Dramatic Love Triangle,SFW,Relationship,,VNDB
tag_dfa4536e72,Drastic Character Development (positive),SFW,Theme,Changes for the better|From zero to hero|Radical Character Development,VNDB
tag_d8eb876294,Drawing,SFW,Theme,,AniList
tag_8812662dcf,Dream,SFW,Theme,,VNDB
tag_b4a92d9460,Drifting,SFW,Theme,,Kitsu
tag_c76b025612,Drill Dildo,NSFW,Sexual,Drilldo,VNDB
tag_939176ec54,Drill Hair,NSFW,Character,drill hair|螺旋辫,E-Hentai|NHentai
tag_eaa370388e,Driver Hero,SFW,Character,,VNDB
tag_2c83e7363f,Driver Heroine,SFW,Character,,VNDB
tag_001da549a7,Driver Protagonist,SFW,Character,,VNDB
tag_5ce7d32c51,Drop-Out Protagonist,SFW,Character,Drop Out Protagonist|drop out protagonist,VNDB
tag_2295d73a84,Drug Use,SFW,Theme,Drug abuse|Drug addiction|Recreational drug use,VNDB
tag_8266cbec22,Drugs,NSFW,Character,drugs|药物,AniList|E-Hentai|NHentai
tag_4bfda39fbe,Drunk,NSFW,Situation,drunk|醉酒,E-Hentai|NHentai
tag_1ed153ed42,Drunk Sex,NSFW,Acts,Alcohol-induced Sex|Sex Involving Alcohol,VNDB
tag_d73dabbfa3,Dual Wielding Daggers,SFW,Theme,,VNDB
tag_09d70d844b,Dual Wielding Pistols,SFW,Theme,pistols akimbo,VNDB
tag_fe7643dbbe,Dual Wielding Swords,SFW,Theme,,VNDB
tag_b8032374c4,Duct Tape Bondage,NSFW,Fetish,Tape Bondage,VNDB
tag_c5bf62a08a,Duel,SFW,Theme,one-on-one fight,VNDB
tag_2dd881e1e0,Duke of the North,SFW,Character,Cold Duke|Northern Duke,ManhwaTaxonomy
tag_dcf439af4a,Dullahan,SFW,Theme,,AniList
tag_e0dc3209a1,Dungeon,SFW,Setting,Dungeon Crawl|Labyrinth,AniList|ManhwaTaxonomy
tag_e2321b27d1,Dungeon Crawling Game,SFW,Format,Dungeon Crawler|Maze,VNDB
tag_5061f0614e,Dying Hero,SFW,Character,Terminal Patient Hero|Terminally Ill Hero,VNDB
tag_1d8777eb2b,Dying Heroine,SFW,Character,Terminal Patient Heroine|Terminally Ill Heroine,VNDB
tag_050dc4cfc5,Dying Protagonist,SFW,Character,Terminal Patient Protagonist|Terminally Ill Protagonist,VNDB
tag_53542b1eea,Dying Sex,NSFW,Acts,Snuff porn,VNDB
tag_b72f3bd391,Dynamic,SFW,Theme,,Kitsu
tag_bef62a6828,Dystopia,SFW,Theme,anti-utopia|cackotopia|cacotopia|dystopic|kakotopia,Kitsu|VNDB
tag_eea88cc7e0,Dystopian,SFW,Theme,,AniList|CinemaTaxonomy
tag_94f7850ad7,E-Sports,SFW,Genre,e sports,AniList
tag_2b782f625d,Ear-Cleaning,SFW,Theme,Mimikaki|ear cleaning,VNDB
tag_173fbcb98e,Ear Fuck,NSFW,Character,ear fuck|耳交👂,E-Hentai|NHentai
tag_6559fb7261,Early Branching Plot,SFW,Format,,VNDB
tag_023015d06e,Early Modern Period Earth,SFW,Setting,Age of Enlightenment|Renaissance,VNDB
tag_edda5772de,Early Sexual Content,NSFW,Acts,Instant Sex Scenes,VNDB
tag_852488ddd9,Earth,SFW,Theme,,Kitsu|VNDB
tag_5fc5aa0195,Eating Disorder,SFW,Theme,,VNDB
tag_2f4473b958,Ecchi,SFW,Genre,,Kitsu|MangaUpdates
tag_efb3778c30,Eco-Horror,SFW,Genre,eco horror,AniList
tag_6b9ed75dae,Economics,SFW,Theme,,AniList
tag_2d52f7725a,Edo Era,SFW,Theme,Edo Jidai|Edo Period|Tokugawa Era|Tokugawa Jidai|Tokugawa Period|徳川時代|江戸時代,VNDB
tag_8abfa863f7,Educational,SFW,Theme,Educational Entertainment|Edutainment,AniList|VNDB
tag_874009492f,Eel,NSFW,Character,eel|鳗鱼,E-Hentai|NHentai
tag_ab92d9fae5,Eggs,NSFW,Character,eggs|产卵,E-Hentai|NHentai
tag_41fc636747,Egyptian Mythology,SFW,Theme,,VNDB
tag_f8b35bc193,Ejaculation Choice,NSFW,Acts,Chose where to Cum|Cum inside/cum outside,VNDB
tag_2d7f171c1e,Ejaculation Forewarner,SFW,Format,Cum Forewarner|Cum Meter|Cum Warner|Ejaculation Meter|Ejaculation Warner|Orgasm Forewarner|Orgasm Meter|Orgasm Warner,VNDB
tag_ff10a3ba25,Elderly Protagonist,SFW,Theme,,AniList
tag_aa3f34a36c,Elderly Sex,NSFW,Acts,Geriatric Sex|Oldies but Goldies,VNDB
tag_ad6ce93125,Electric Shocks,NSFW,Character,electric shocks|电击,E-Hentai|NHentai
tag_69e766ccea,Elemental Beings,SFW,Theme,Air elemental|Dryad|Earth elemental|Fire elemental|Salamander|Sylph|Undine|Water Elemental,VNDB
tag_0ebeb18839,Elementary School,SFW,Setting,Primary School|elementary school,Kitsu|VNDB
tag_b6ebd82574,Elementary School Student,SFW,Setting,,VNDB
tag_0e0f2524f9,Elementary School Student Hero,SFW,Character,Primary School Student Hero,VNDB
tag_b7f210d1c7,Elementary School Student Heroine,SFW,Character,Primary School Student Heroine,VNDB
tag_35d80fda88,Elementary School Student Protagonist,SFW,Character,Primary School Student Protagonist,VNDB
tag_6a7f245843,Elements,SFW,Theme,,Kitsu
tag_e4b48fd541,Elephant,NSFW,Character,elephant|象🐘,E-Hentai
tag_8e11bc7fa9,Elephant Boy,NSFW,Character,elephant boy|象男孩,E-Hentai
tag_5fcc1ad723,Elephant Girl,NSFW,Character,elephant girl|象女孩,E-Hentai
tag_aab4b125bc,Elf,NSFW,Character,elf|精灵🧝‍♀️|精灵🧝‍♂️,AniList|E-Hentai|Kitsu|NHentai
tag_de2f2722bc,Elf Hero,SFW,Character,,VNDB
tag_30cf523f7b,Elf Heroine,SFW,Character,,VNDB
tag_31668f6422,Elf Protagonist,SFW,Character,Elven Protagonist,VNDB
tag_7f8ef5e749,Elopement,SFW,Theme,,VNDB
tag_15e747dc62,Elves,SFW,Theme,Elven,VNDB
tag_2d13ebe5f2,Emotionless Hero,SFW,Character,Deadpan Hero|Expressionless Hero,VNDB
tag_0cdea79920,Emotionless Heroine,SFW,Character,Deadpan Heroine|Expressionless Heroine,VNDB
tag_a6bf6fcf08,Emotionless Protagonist,SFW,Character,Expressionless Protagonist,VNDB
tag_abb709e615,Emotionless Sex,NSFW,Acts,emotionless sex|性冷淡,E-Hentai|NHentai
tag_5420a70e67,Emperor Protagonist,SFW,Character,Empress Protagonist,VNDB
tag_8e33ccdbfa,Encasement,SFW,Theme,Cocoon|Pod|Stasis,VNDB
tag_deeb6f5001,Ending,SFW,Format,,VNDB
tag_0103822f09,Ending List,SFW,Format,Ending Checklist,VNDB
tag_58666e06fd,Ending Scene Recollection,SFW,Format,,VNDB
tag_314417db29,Enema,NSFW,Sexual,enema|灌肠,E-Hentai|NHentai|VNDB
tag_781a0e3dcf,Enemies to Lovers,SFW,Relationship,Rivalry to Romance,ManhwaTaxonomy
tag_63bb504de8,Energetic Heroine,SFW,Character,Sporty Heroine,VNDB
tag_42749ea035,Energy Transfer via Sex,NSFW,Acts,,VNDB
tag_2debcddd30,Enforced Playing Order,SFW,Format,Enforced Ending Order|Enforced Route Order,VNDB
tag_7a50b5d72d,Engineer Hero,SFW,Character,,VNDB
tag_e58761e2ae,Engineer Heroine,SFW,Character,,VNDB
tag_a72d825b8a,Ensemble Cast,SFW,Theme,,AniList
tag_3bbfdace1e,Environmental,SFW,Theme,,AniList
tag_36e8afbe2e,Environmentalism,SFW,Theme,Green,VNDB
tag_020be165a3,Epic,SFW,Theme,,CinemaTaxonomy
tag_9e29c075cc,Epidemic,SFW,Theme,Outbreak|Pandemic|Plague,Kitsu|VNDB
tag_36bca60339,Episodic,SFW,Theme,,AniList
tag_eacdbcbbb7,Episodic Story,SFW,Format,Story by episodes,VNDB
tag_30fe0b8245,Epistolary Storytelling,SFW,Format,Epistolary Novel|Story told through documents|Story told through letters,VNDB
tag_37483077b7,Erotic Beating (Consensual),NSFW,Situation,Erotic Fighting (Consensual)|Erotic Hitting (Consensual)|Erotic Punching (Consensual)|Erotic Slapping (Consensual),VNDB
tag_b56e0cb190,Erotic Beating (Non-Consensual),NSFW,Situation,Erotic Fighting (Non-Consensual)|Erotic Hitting (Non-Consensual)|Erotic Punching (Non-Consensual)|Erotic Slapping (Non-Consensual)|Gyaku-Ryona|Ryona|Ryonani|erotic beating (non consensual),VNDB
tag_e6af1278f0,Erotic Electrostimulation,NSFW,Sexual,E-stim|Electro Sex|Electrosex|Erotic Electrocution,VNDB
tag_ab2a073644,Erotic Massage,NSFW,Sexual,Sexual Massage,VNDB
tag_e8db55c36a,Erotic Mind Control,NSFW,Fetish,Erotic Brainwashing|Saiinjutsu|Saimin|Saiminjutsu|Sex Involving Hypnosis|Sexual Hypnotism,VNDB
tag_c0017b91ac,Erotic Mind Control Roleplay,NSFW,Fetish,Hypnotism Roleplay|Saimin Roleplay|Simulated Erotic Mind Control,VNDB
tag_0e74ee05be,Erotic Mummification,NSFW,Sexual,Total Enclosure Fetishism,VNDB
tag_15277170f3,Erotic Spanking,NSFW,Sexual,Sexual Spanking|Spankophilia,VNDB
tag_992b1e3e7b,Eroticised Amputation,NSFW,Paraphilic/Fetish,,VNDB
tag_57f2424b63,Eroticized Racism,NSFW,Sexual,Kinky Racism|Non-consensual Raceplay,VNDB
tag_bd52fdd093,Escape Game,SFW,Format,Escape the Room|Room Escape,VNDB
tag_4878a0c647,Esp,SFW,Theme,ESP|Mental Powers|Psionic Abilities|Psychic Powers|Telepathy,VNDB
tag_f2f8d5128e,Espionage,SFW,Theme,Spying,AniList|VNDB
tag_3f37694eeb,Esports,SFW,Theme,Electronic Sports,VNDB
tag_1a408e2370,Estranged Family,SFW,Theme,,AniList
tag_2ee22c0a5c,Ethnically Diverse Cast,SFW,Theme,Ethnic Diversity|Ethnically Diverse Casting|Ethnically Diverse Characters|Racial Diversity|Racially Diverse Cast|Racially Diverse Characters,VNDB
tag_7612e84033,Europe,SFW,Theme,,Kitsu|VNDB
tag_1565b932ff,Event CGs,SFW,Format,,VNDB
tag_ad013fd05c,Evil Route,SFW,Format,Bad Route,VNDB
tag_19104ff26f,Excessive Semen,NSFW,Sexual,Buckets of Cum|Excessive amount of cum|Excessive amount of semen,VNDB
tag_ffc92c458b,Execution,SFW,Theme,,VNDB
tag_7aa423ec39,Executive Hero,SFW,Character,CEO Hero|CFO Hero|COO Hero|Chief Executive Officer Hero|Chief Financial Officer Hero|Chief Operations Officer Hero|Company President Hero|Senior Manager Hero|Shachou Hero|社長,VNDB
tag_47f66c469f,Exhibitionism,NSFW,Sexual,exhibitionism|露阴癖,E-Hentai|NHentai|VNDB
tag_bdcb001b3e,Existential Crisis,SFW,Theme,,VNDB
tag_ef79f49c94,Exorcism,SFW,Theme,,AniList|VNDB
tag_f7bd5abc7a,Exposed Clothing,NSFW,Character,exposed clothing|开洞装,E-Hentai|NHentai
tag_428e967e1e,Extraneous Ads,NSFW,Sexual,extraneous ads|外部广告,E-Hentai
tag_73a11c2a1b,Extraterrestrial,SFW,Theme,Alien,VNDB
tag_5f22a52b6d,Extremely (un)Lucky Heroine,SFW,Character,lucky heroine|unlucky heroine,VNDB
tag_58ec6be8de,Extremely (un)Lucky Protagonist,SFW,Character,lucky protagonist|unlucky protagonist,VNDB
tag_c7bc2d4a0a,Extremely Small Hero,SFW,Character,Palmtop Hero,VNDB
tag_49d1dd981c,Extremely Small Heroine,SFW,Character,Palmtop Heroine,VNDB
tag_d4730bcbb0,Extremely Small Protagonist,SFW,Character,Palmtop Protagonist|Tiny Protagonist,VNDB
tag_135ccac6c8,Eye Covering Bang,NSFW,Character,eye-covering bang|长刘海,E-Hentai|NHentai
tag_704c9b3c50,Eye Penetration,NSFW,Character,eye penetration|插入眼睛,E-Hentai|NHentai
tag_a31c93d709,Eyemask,NSFW,Character,eyemask|眼部面具,E-Hentai|NHentai
tag_81b7cae625,Eyepatch,NSFW,Appearance,eyepatch|眼罩,E-Hentai|NHentai
tag_ffd85eb1b0,Face-farting,NSFW,Sexual,Eproctophilia|Face Farting|Facefarting|Fart Domination|Gasplay|face farting,VNDB
tag_289f519a2b,Facesitting,NSFW,Sexual,face sitting|facesitting|kinging|queening|坐脸,E-Hentai|NHentai|VNDB
tag_01f09b84a7,Facial Hair,NSFW,Character,facial hair|胡子,E-Hentai|NHentai
tag_6defc6e8a1,Facial Hair Option,SFW,Format,Beard Option,VNDB
tag_d7b075b507,Fairies,SFW,Theme,Fae|Faerie|Faeries|Faery|Fairy|Fay,VNDB
tag_9820da2cac,Fairy,NSFW,Character,fairy|妖精🧚‍♀️|妖精🧚‍♂️,AniList|E-Hentai|NHentai
tag_3b37364b12,Fairy Hero,SFW,Character,Fae Hero|Faerie Hero|Faery Hero|Fay Hero,VNDB
tag_cd3be04b14,Fairy Heroine,SFW,Character,Fae Heroine|Faerie Heroine|Faery Heroine|Fay Heroine,VNDB
tag_7e284799ca,Fairy Protagonist,SFW,Character,,VNDB
tag_b2a24e8c97,Fairy Support Character,SFW,Theme,,VNDB
tag_d0ca623273,Fairy Tale,SFW,Theme,Folklore|Folktales,AniList|VNDB
tag_d229483fc7,Fake Choices,SFW,Format,Fake Options|Forced Choices,VNDB
tag_7255a26942,Fake Relationship,SFW,Theme,,AniList
tag_c89781021c,Falling to Evil (sexual),NSFW,Acts,Akuochi (sexual)|Corruption To Evil (sexual)|Face Heel Turn (sexual)|悪堕ち,VNDB
tag_5c233481ec,Falsely Accused,SFW,Theme,False Accusation|Proving One's Innocence,VNDB
tag_0d3fda0bdb,Family,SFW,Genre,Found Family|Wholesome Family,CinemaTaxonomy|Kitsu|ManhwaTaxonomy|VNDB
tag_575452df6d,Family Drama,SFW,Genre,Conflict Within a Family|Parent and Child Drama|Sibling Drama,VNDB
tag_266dedd886,Family Feud,SFW,Theme,Feuding families,VNDB
tag_15698158aa,Family Life,SFW,Theme,,AniList
tag_c0c3fe51f3,Family Life Comedy,SFW,Genre,Household Comedy,VNDB
tag_4a6bc677d8,Fan Colored,SFW,Format,,MangaDex
tag_3cf74be96d,Fan-fiction,SFW,Format,Fan Fiction|Fan-fic|Fanfic|Fanfiction|fan fiction,VNDB
tag_6abd8cd100,Fanny Packing,NSFW,Character,fanny packing|人肉腰包,E-Hentai
tag_7a1c07ff60,Fantasy,SFW,Genre,,CinemaTaxonomy|Kitsu|MangaDex|MangaUpdates|VNDB
tag_4d6b3676a7,Fantasy World,SFW,Genre,fantasy world,Kitsu
tag_e67ed91b51,Farm,SFW,Theme,Farmstead|Ranch,VNDB
tag_a1162d2d92,Farmer Hero,SFW,Character,Farmguy Hero,VNDB
tag_ee7db1723f,Farmer Heroine,SFW,Character,Farmgirl Heroine,VNDB
tag_c39497ca54,Farmer Protagonist,SFW,Character,,VNDB
tag_1ac7061ca1,Farming,SFW,Theme,Agriculture|Homestead,ManhwaTaxonomy
tag_7a7c0369db,Fart Fetishism,NSFW,Fetish,,VNDB
tag_dabc93d60a,Farting,NSFW,Character,farting|放屁,E-Hentai|NHentai
tag_4f4b914d6d,Fashion,SFW,Theme,,AniList
tag_c235c76ef3,Fast Mini-games,SFW,Format,Minigames|fast mini games,VNDB
tag_0de959beaa,Father,NSFW,Character,father|父亲,E-Hentai|NHentai
tag_adf8301b39,Father Support Character,SFW,Theme,,VNDB
tag_b82b891037,Father/Daughter Incest,NSFW,Relationship,,VNDB
tag_e2714fdbb8,Father/Daughter Romance,SFW,Relationship,,VNDB
tag_866d5ae8e6,Father/Son Incest,NSFW,Relationship,,VNDB
tag_d3a127b4c2,Father/Son Romance,SFW,Relationship,,VNDB
tag_58a2886e47,Fathercon Heroine,SFW,Character,Father Complex Heroine|Father-con Heroine,VNDB
tag_b4d9d982f0,Fathercon Protagonist,SFW,Character,Father Complex Protagonist|Father-con Protagonist,VNDB
tag_e54e288282,Fear of Death,SFW,Theme,Necrophobia,VNDB
tag_6e57d8bfff,Feature Film,SFW,Format,,CinemaTaxonomy
tag_a522dfea2d,Feeder Fetish,SFW,Theme,Feederism|Feedism|Gaining|Weight Gain Fetish,VNDB
tag_e03f906348,Feet,SFW,Theme,,AniList
tag_6f0b16751d,Feet Licking,NSFW,Sexual,Feet Worship|Foot Licking|Foot Worship,VNDB
tag_9da8c1c4b4,Female Domination,NSFW,Sexual,Female Dominance|Femdom,VNDB
tag_c2fdd3ddb4,Female Domination Only,NSFW,Sexual,,VNDB
tag_d09cb471d2,Female Ejaculation,NSFW,Acts,Gushing|Squirting,VNDB
tag_ea09cca97a,Female Friend,SFW,Theme,,VNDB
tag_02ca7f287a,Female Harem,SFW,Relationship,,AniList
tag_7518ba9adc,Female Protagonist,SFW,Character,,AniList|VNDB
tag_a631db7f2f,Female Protagonist for a Short Time,SFW,Format,,VNDB
tag_84ba1f7014,Female Student,SFW,Theme,female student,Kitsu
tag_f01d952e0d,Female Teacher,SFW,Theme,female teacher,Kitsu
tag_111e15c0a3,Females Only,NSFW,Character,females only|纯女性⚢,E-Hentai|NHentai
tag_bbbd219ae2,Femboy,SFW,Theme,,AniList
tag_4d238f0545,Femdom,NSFW,Fetish,femdom|女性主导,AniList|E-Hentai|NHentai
tag_c70b00476b,Feminization,NSFW,Character,Petticoating|Pinaforing|Sissification|Trap Transformation|feminization|女性化,E-Hentai|NHentai|VNDB
tag_39c8689afa,Fencing,SFW,Theme,,AniList
tag_ae8fc55ccd,Festival,SFW,Theme,,VNDB
tag_1cedf2738f,Feudal Warfare,SFW,Theme,feudal warfare,Kitsu
tag_263bd67e68,Few Choices,SFW,Format,Limited Choices,VNDB
tag_06417aeaee,Few Event CGs,SFW,Format,Few CGs,VNDB
tag_96fa5eb166,Fff Threesome,NSFW,Relationship,fff threesome|女3P,E-Hentai|NHentai
tag_a1952af18b,Ffm Threesome,NSFW,Relationship,ffm threesome|女男女3P,E-Hentai|NHentai
tag_b7a5285d25,Fft Threesome,NSFW,Relationship,fft threesome|女扶女3P,E-Hentai|NHentai
tag_95ee0ee171,Fictional Beings,SFW,Theme,Fantastic Beings|Fantastic Creatures|Fictional Creatures,VNDB
tag_198a6b6529,Fictional Futuristic Japanese Town,SFW,Theme,,VNDB
tag_fa83b2fb27,Fictional Island Near Futuristic Japan,SFW,Setting,Fictional Island Near Future Japan,VNDB
tag_109b0d9a16,Fictional Japanese-Style Nation,SFW,Theme,Fictional Japanese-Style Country|fictional japanese style nation,VNDB
tag_c0635f8713,Fictional Medieval Japan,SFW,Setting,Fictional Feudal Japan|Fictional Middle Ages Japan,VNDB
tag_f1b98988d5,Fictional Modern Day Earth,SFW,Setting,Fictional Contemporary Earth,VNDB
tag_f2fc17078d,Fictional Modern Day European Town,SFW,Setting,,VNDB
tag_638afd5130,Fictional Modern Day Japanese Countryside,SFW,Setting,Fictional Contemporary Japanese Countryside|Fictional Contemporary Japanese Rural Area|Fictional Modern Day Japanese Rural Area,VNDB
tag_536d681e00,Fictional Modern Day Japanese Island,SFW,Setting,Fictional Contemporary Japanese Island|Fictional Contemporary Japanese Isle|Fictional Modern Day Japanese Isle,VNDB
tag_c264ab20c5,Fictional Modern Day Japanese Town,SFW,Setting,Fictional Contemporary Japanese City|Fictional Contemporary Japanese Town|Fictional Modern Day Japanese City,VNDB
tag_1df9a60c5d,Fictional World,SFW,Theme,fantasy world,VNDB
tag_d57f7b4ef1,Fighting Game,SFW,Format,,VNDB
tag_99d61e67fe,Fighting Hero,SFW,Character,Fighting Capable Hero|Hero that can fight|Warrior Hero,VNDB
tag_0144ea5ab6,Fighting Heroine,SFW,Character,Fighting capable heroine|Heroine that can fight|Warrior Heroine,VNDB
tag_3cfd24fd83,Fighting Princess Heroine,SFW,Character,Fighting European-style Princess Heroine,VNDB
tag_16519b53a9,Fighting Protagonist,SFW,Character,Fighting capable Protagonist|Protagonist that can fight|Warrior Protagonist,VNDB
tag_cb071d80d1,Figure,NSFW,Sexual,figure|手办,E-Hentai|NHentai
tag_8a4692fd35,Figure Skater Heroine,SFW,Character,Ice Skating Heroine,VNDB
tag_ae593a7660,Film Noir,SFW,Genre,,CinemaTaxonomy
tag_ebd18ddcd3,Filming,NSFW,Character,filming|摄像,E-Hentai|NHentai
tag_99d34ea949,Filmmaking,SFW,Theme,,AniList
tag_0a1f526b13,Final Fantasy,SFW,Genre,FF,VNDB
tag_934e891051,Financial Domination,NSFW,Sexual,Findom,VNDB
tag_0a76fa9e50,Fingering,NSFW,Acts,fingering|指法,E-Hentai|NHentai|VNDB
tag_cdf0c9f578,Fire Torture,SFW,Theme,,VNDB
tag_e4b70d27eb,Firefighters,SFW,Theme,,AniList
tag_9e22ddf098,First Person Perspective,NSFW,Character,first person perspective|第一人称视角,E-Hentai|NHentai
tag_83e4a96aed,Fish,NSFW,Character,fish|鱼🐟,E-Hentai|NHentai|VNDB
tag_751efc4012,Fisherman Hero,SFW,Character,,VNDB
tag_b01eb6f1e2,Fisherman Heroine,SFW,Character,,VNDB
tag_59d852141a,Fisherman Protagonist,SFW,Character,,VNDB
tag_819a07afa4,Fishing,SFW,Theme,,AniList
tag_f8d3241723,Fishnets,NSFW,Character,fishnets|渔网,E-Hentai|NHentai
tag_264ac3608a,Fisting,NSFW,Sexual,fisting|拳交💪,E-Hentai|NHentai|VNDB
tag_31db504ef0,Fitness,SFW,Theme,,AniList
tag_f0192b0d49,Fitness Centre,SFW,Theme,Health Club|Public Gym,VNDB
tag_90deddec87,Five Nights at Freddy's,SFW,Theme,FNAF,VNDB
tag_535d5435b7,Flashback,SFW,Theme,,VNDB
tag_974cb27fa9,Flashforward,SFW,Theme,,VNDB
tag_549a269860,Flashing Lights,SFW,Format,Epileptic Lights|Seizure Lights|Strobe Lights,VNDB
tag_7082cd4772,Flat Tints Only,SFW,Format,Anime-style Shading,VNDB
tag_3826298f26,Flight Attendant Heroine,SFW,Character,Air Hostess Heroine|Cabin Crew Heroine|Stewardess Heroine,VNDB
tag_45acf6e851,Flight Attendant Protagonist,SFW,Character,Air Host Protagonist|Air Hostess Protagonist|Cabin Crew Protagonist|Steward Protagonist|Stewardess Protagonist,VNDB
tag_8c3ce82555,Flirtatious Hero,SFW,Character,,VNDB
tag_3e6b3aa507,Floating Island,SFW,Setting,floating island,Kitsu
tag_3ca34d720a,Floating Textbox,SFW,Format,Floating Frame|Speech Bubbles,VNDB
tag_7d991a2d7c,Focus Anal,NSFW,Acts,focus anal|高比例肛交,E-Hentai|NHentai
tag_6d79a6d24f,Focus Blowjob,NSFW,Character,focus blowjob|高比例口交,E-Hentai|NHentai
tag_0d479c9f0c,Focus Cunnilingus,NSFW,Acts,focus cunnilingus|高比例舔阴,E-Hentai
tag_3d06437d97,Focus Handjob,NSFW,Acts,focus handjob|高比例手交,E-Hentai
tag_fdf9fa8c56,Focus Paizuri,NSFW,Acts,focus paizuri|高比例乳交,E-Hentai|NHentai
tag_37a9866caa,Focus Rimjob,NSFW,Character,focus rimjob|高比例舔肛,E-Hentai
tag_3811727de5,Fog,SFW,Theme,Haze|Mist,VNDB
tag_62506be34d,Food,SFW,Theme,,AniList
tag_9c7eb99b14,Food Discussions,SFW,Theme,breakfast|dinner|lunch|obentou|picnic,VNDB
tag_7ce3b6b7f9,Food Gokkun,NSFW,Sexual,Cum On Food Consumption,VNDB
tag_24582188e7,Food on Body,NSFW,Body,food on body|女体盛|男体盛,E-Hentai|NHentai
tag_8142bda97c,Food Play,NSFW,Sexual,,VNDB
tag_d6dcd8aad2,Foolish Friend,SFW,Theme,Idiot Friend,VNDB
tag_0be39d30ea,Foolish Parent Support Character,SFW,Theme,Idiot Parent,VNDB
tag_4eaef8e875,Foolish Protagonist,SFW,Character,Blockhead Protagonist|Bonehead Protagonist|Idiot Protagonist|Silly Protagonist|Stupid Protagonist,VNDB
tag_f18faafe64,Foolish Villain,SFW,Theme,Idiot Villain,VNDB
tag_b930a2dd31,Foot Insertion,NSFW,Sexual,Feet Insertion|foot insertion|足插入,E-Hentai|NHentai|VNDB
tag_a70b7676dd,Foot Licking,NSFW,Character,foot licking|舔足,E-Hentai|NHentai
tag_37b4e2d829,Football,SFW,Theme,,AniList
tag_13717d35c0,Footjob,NSFW,Sexual,FJ|footjob|足交,E-Hentai|NHentai|VNDB
tag_46f6f4a7a6,Footjob on Multiple Penises,NSFW,Body,,VNDB
tag_d469ab69cd,Forbidden Content,NSFW,Sexual,forbidden content|禁止内容,E-Hentai
tag_b4a5937b1d,Forbidden Love,SFW,Theme,Forbidden Romance,VNDB
tag_fa879b3e52,Forced Auto-Read Sections,SFW,Format,Forced Auto-Scroll Sections|forced auto read sections,VNDB
tag_e3628b7c08,Forced Cross-dressing,NSFW,Sexual,Forced Feminization|forced cross dressing,VNDB
tag_fe88a0ceb8,Forced Exposure,NSFW,Character,forced exposure|强制暴露,E-Hentai|NHentai
tag_684a72e08f,Foreign,SFW,Theme,,AniList
tag_6a7ab9d254,Foreigner Hero,SFW,Character,Gaijin Hero|Non-Japanese Hero,VNDB
tag_888a596957,Foreigner Heroine,SFW,Character,Gaijin Heroine|Non-Japanese Heroine,VNDB
tag_1fb61cfbdb,Foreigner Protagonist,SFW,Character,Gaijin Protagonist|Non-Japanese Protagonist,VNDB
tag_948f065590,Foreskin Play,NSFW,Sexual,,VNDB
tag_f379cfd7a5,Forest,SFW,Theme,Woodland|Woods,VNDB
tag_60b0ef5f4f,Former All-boys School,SFW,Setting,former all boys school,VNDB
tag_520116046d,Former All-girls School,SFW,Setting,former all girls school,VNDB
tag_49bd4bdfe7,Formula Racing,SFW,Theme,formula racing,Kitsu
tag_cf4776ff45,Forniphilia,NSFW,Character,forniphilia|人体家具,E-Hentai|NHentai
tag_465f2d4231,Fortune-teller Heroine,SFW,Character,Diviner Heroine|Soothsayer Heroine|fortune teller heroine,VNDB
tag_233af75cbe,Found Family,SFW,Theme,Family of Choice,AniList|VNDB
tag_cf0b660300,Found Footage,SFW,Format,,CinemaTaxonomy
